"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
4.8374208796207,-5.94979424960911,3.69312286982313,-0.00418368147049692,0,6.77716575469822,-242.413302244983,1,0.544936187706919,7,25.0289058412581
4.99940685080271,-5.93149197287858,8.14508704375476,1.22773396358821e-05,0,1.01294176094234,40000,1,8.04102205854104,4,8.25049881312958
9.85218811160923,-13.094450419303,8.10660834796727,0.00190595734437098,0,5.91594053804874,586.020099994964,0,1.37029915967361,4,47.9582129518239
1.06507751777649,-14.5908767427318,7.40742397867143,0.00396754157710503,0,2.91818123916164,16.8052064668163,0,2.53837009136537,7,21.616205685075
2.56239833271874,-9.20926534570754,3.20686804968864,-0.0148284323140064,1,10.4443899742328,-23.6467911756245,0,0.307042159245324,10,33.4937805068554
10.1630527600829,-8.74283201992512,9.810534698423,-0.0029956840802314,1,6.2343984390609,-303.039497473552,0,1.57361368451465,4,61.1627822102011
4.14728273344623,-8.20624058367684,5.16808042209595,-0.00568668832802424,1,4.38399433996528,-98.8833034690611,1,1.1788519832206,6,22.6568353189541
9.0538734611801,-14.9721063347533,5.6819851687178,0.00517235820614707,0,9.58852740610018,289.013465139471,1,0.592581626778576,7,54.4818705113054
7.26788411731832,-14.6423176536337,7.94650880293921,0.00629207130325034,0,1.57437142822891,140,2,5.04741680422809,3,12.510756413517
4.17159305900997,-9.03342450736091,1.9924049093388,-0.0147506475600769,1,5.26856604870409,-98.8833034690611,1,0.378168346172461,7,10.4971168606138
10.8341337418213,-5.73704622220248,8.21287807449698,-0.00188129539713076,0,6.78211250714958,-630.74145954496,0,1.21096163855128,4,55.7006631087405
5.33588073426401,-11.3483797153458,7.19030975503847,0.00661345998083545,1,6.79949563834816,102.528675732968,1,1.05747692733064,7,48.8904798177563
6.25248068000007,-8.82525780471042,1.09326827712357,-0.0369999299944703,0,9.99152072379366,-121.023205614978,1,0.109419607619897,8,10.9234126475463
2.07457820422345,-8.35466681513935,2.97844854556024,-0.00518754965291539,1,7.62476312601939,-61.1934955049953,0,0.390628337737645,9,22.7099646429338
